"gene";"ensembl_gene_id";"gene_biotype";"chromosome_name";"start";"end";"g_score";"mutsig";"avg_expr";"sirna"
"HPSE2";"ENSG00000172987";"protein_coding";10;98457077;99235862;0.0173051094686466;0;5.08471717;-0.262112325
"HPX";"ENSG00000110169";"protein_coding";11;6431049;6442617;0.007495;-0.092390436;4.964594051;-0.438262429
"HR";"ENSG00000168453";"protein_coding";8;22114415;22133384;0.003877;-0.088626535;6.974708817;-0.418853041
"HRAS";"ENSG00000174775";"protein_coding";11;532242;537287;0.006475;-3.706183102;9.597180807;-0.315468338
"HRASLS";"ENSG00000127252";"protein_coding";3;193241125;193277738;0.038278;-0.827345767;0.048170106;0.567064677
"HRASLS2";"ENSG00000133328";"protein_coding";11;63552770;63563383;0.022044;-1.021196073;1.011331404;0.877614894
"HRASLS5";"ENSG00000168004";"protein_coding";11;63461404;63491194;0.022044;-1.285897866;3.589683833;0.136295084
"HRC";"ENSG00000130528";"protein_coding";19;49151198;49155424;0.010623;-0.629416423;4.633743681;0.119024689
"HRCT1";"ENSG00000196196";"protein_coding";9;35906192;35907141;0.031856;0;4.884281799;NA
"HRG";"ENSG00000113905";"protein_coding";3;186660216;186678240;0.0385655693357997;-1.169901545;NA;-0.052094819
"HRH1";"ENSG00000196639";"protein_coding";3;11137093;11263557;0.003092;-0.465253808;6.263276036;-0.776144234
"HRH2";"ENSG00000113749";"protein_coding";5;175658030;175710756;0.037177;-0.269084877;3.755561976;-0.692565031
"HRH3";"ENSG00000101180";"protein_coding";20;62214970;62220267;0.046659;0;2.271435891;-0.498075035
"HRH4";"ENSG00000134489";"protein_coding";18;24460629;24479957;0.002986;-1.349346228;0.246160671;-0.32826269
"HRK";"ENSG00000135116";"protein_coding";12;116856144;116881441;0.041748;NA;-0.549761247;0.111577821
"HRNR";"ENSG00000197915";"protein_coding";1;152212082;152224193;0.056459;-0.071486764;4.363847052;0.189888763
"HS1BP3";"ENSG00000118960";"protein_coding";2;20560448;20651089;0.013263;-0.869655268;10.15331498;0.567856897
"HS2ST1";"ENSG00000153936";"protein_coding";1;86914648;87109998;0.007366;-0.224630782;10.17466721;0.635591702
"HS3ST1";"ENSG00000002587";"protein_coding";4;11393150;11429765;0.018943;0;7.052824889;-0.167402431
"HS3ST2";"ENSG00000122254";"protein_coding";16;22814177;22916338;0.00527;0;5.353616164;1.140235805
"HS3ST3A1";"ENSG00000153976";"protein_coding";17;13495689;13601927;0.009152;-0.070524723;5.059845518;0.011754148
"HS3ST3B1";"ENSG00000125430";"protein_coding";17;14301083;14349404;NA;0;2.971980399;-0.69850668
"HS3ST4";"ENSG00000182601";"protein_coding";16;25692026;26137688;0.00417159618935932;0;6.283268245;-1.068473393
"HS3ST5";"ENSG00000249853";"protein_coding";6;114055586;114343045;0.00924149367444476;0;0.382354822;-1.201170233
"HS3ST6";"ENSG00000162040";"protein_coding";16;1911463;1918440;0.025736;-0.219499574;1.340751932;0.078106529
"HS6ST1";"ENSG00000136720";"protein_coding";2;128236716;128318577;0;-2.208563925;10.34509351;-0.382094035
"HS6ST2";"ENSG00000171004";"protein_coding";23;132626016;132961395;0.009691;-1.216805796;5.448837229;0.158675297
"HS6ST3";"ENSG00000185352";"protein_coding";13;96090839;96839562;0.012902;0;5.637462382;1.131521386
"HSBP1";"ENSG00000230989";"protein_coding";16;83807843;83819737;0.001936;0;11.31342812;-0.210697251
"HSBP1L1";"ENSG00000226742";"protein_coding";18;79964561;79970822;NA;NA;7.347408337;1.362057389
"HSCB";"ENSG00000100209";"protein_coding";22;28742031;28757515;0;-0.541377791;8.343790627;-1.342977603
"HSD11B1";"ENSG00000117594";"protein_coding";1;209686178;209734950;0.008731;-0.266010735;5.841975449;0.471602174
"HSD11B1L";"ENSG00000167733";"protein_coding";19;5680604;5688523;0.008247;0;6.826619076;0.090742437
"HSD11B2";"ENSG00000176387";"protein_coding";16;67430652;67437553;0.003498;0;7.83249318;-0.458464038
"HSD17B1";"ENSG00000108786";"protein_coding";17;42549214;42555213;0.007502;0;6.499200634;-2.326518661
"HSD17B10";"ENSG00000072506";"protein_coding";23;53431258;53434373;0.007028;0;10.54142351;0.311454913
"HSD17B11";"ENSG00000198189";"protein_coding";4;87336610;87391386;0.030248;0;10.03015638;-0.313052067
"HSD17B12";"ENSG00000149084";"protein_coding";11;43680558;43856617;0.004685;0;10.87785675;-0.470743447
"HSD17B13";"ENSG00000170509";"protein_coding";4;87303789;87322906;0.030248;0;4.812332403;0.168934545
"HSD17B14";"ENSG00000087076";"protein_coding";19;48813017;48836678;0.010623;0;7.911653575;-0.120344567
"HSD17B2";"ENSG00000086696";"protein_coding";16;82035004;82098534;0.005658;-0.543346577;2.838848509;-0.900522765
"HSD17B3";"ENSG00000130948";"protein_coding";9;96235306;96302152;0.030667;-1.500935587;1.986620129;0.412581788
"HSD17B4";"ENSG00000133835";"protein_coding";5;119452443;119637199;0.0203275;-1.539802714;12.33063552;0.34750092
"HSD17B6";"ENSG00000025423";"protein_coding";12;56752161;56787790;0.010033;0;9.304082093;-0.672759532
"HSD17B7";"ENSG00000132196";"protein_coding";1;162790702;162812817;0.011401;-1.923675482;7.646406645;0.441497816
"HSD17B8";"ENSG00000204228";"protein_coding";6;33204642;33206831;0.00886;0;8.186843777;-0.204636768
"HSD3B1";"ENSG00000203857";"protein_coding";1;119507198;119515054;0.026339;-1.347434098;0.085447597;-1.199189683
"HSD3B2";"ENSG00000203859";"protein_coding";1;119414931;119423035;0.02305;0;0.21130446;-0.006664966
"HSD3B7";"ENSG00000099377";"protein_coding";16;30985207;30989152;0.002977;0;8.744920546;0.846718317
"HSDL1";"ENSG00000103160";"protein_coding";16;84122146;84145192;0.001936;0;9.032504394;0.188106268
"HSDL2";"ENSG00000119471";"protein_coding";9;112379937;112472410;0.025416;-0.001427518;10.08200517;-0.494113935
"HSF1";"ENSG00000185122";"protein_coding";8;144291591;144314722;0.05472;-0.518479675;10.91302565;-0.222263662
"HSF2";"ENSG00000025156";"protein_coding";6;122399546;122433119;0.004503;0;8.13348016;-0.84189849
"HSF2BP";"ENSG00000160207";"protein_coding";21;43529192;43659493;0.015787;-0.00395742;3.617095749;-0.608589717
"HSF4";"ENSG00000102878";"protein_coding";16;67164681;67169945;0.003498;-0.116686412;8.271022887;-1.443589536
"HSF5";"ENSG00000176160";"protein_coding";17;58420167;58488384;0.03701;-0.50694234;0.275464043;-0.096142247
"HSFX1";"ENSG00000171116";"protein_coding";23;149774068;149776867;0.031423;0;NA;-1.890797693
"HSFX2";"ENSG00000268738";"protein_coding";23;149592515;149594716;0.03875;0;4.909076103;-1.890797693
"HSFX3";"ENSG00000283697";"protein_coding";23;149548210;149549932;0.03875;NA;NA;NA
"HSFX4";"ENSG00000283463";"protein_coding";23;149929645;149931287;0.026937;NA;NA;NA
"HSFY1";"ENSG00000172468";"protein_coding";23;18546671;18588963;0.057303;NA;NA;1.364037939
"HSFY2";"ENSG00000169953";"protein_coding";23;18731440;18828662;0.057303;NA;0.152483193;1.364037939
"HSH2D";"ENSG00000196684";"protein_coding";19;16134028;16158575;0.008536;0;8.446419208;0.301472941
"HSP90AA1";"ENSG00000080824";"protein_coding";14;102080738;102139699;0.026321;-1.952265602;14.30339265;0.174995028
"HSP90AB1";"ENSG00000096384";"protein_coding";6;44246166;44253888;0.013531;-0.863853654;14.9390581;-0.643843504
"HSP90B1";"ENSG00000166598";"protein_coding";12;103930107;103953645;0.043905;-0.07926347;14.68971399;1.164794623
"HSPA12A";"ENSG00000165868";"protein_coding";10;116671192;116849741;0.005521;-1.8e-06;6.6927962;NA
"HSPA12B";"ENSG00000132622";"protein_coding";20;3732667;3753111;0.00593;0;6.295105392;-0.128068711
"HSPA13";"ENSG00000155304";"protein_coding";21;14371115;14383484;NA;-0.353152441;9.533195554;-1.024109076
"HSPA14";"ENSG00000187522";"protein_coding";10;14838164;14871741;0.006201;-0.012642379;8.599458012;-3.43404214
"HSPA1A";"ENSG00000204389";"protein_coding";6;31815464;31817946;NA;0;14.2215182;-1.299405506
"HSPA1B";"ENSG00000204388";"protein_coding";6;31827735;31830255;NA;0;11.62933581;-1.289106647
"HSPA1L";"ENSG00000204390";"protein_coding";6;31809619;31815065;NA;-0.956966643;6.168392022;-0.931815453
"HSPA2";"ENSG00000126803";"protein_coding";14;64535905;64546173;0.010912;-0.115985315;7.442578918;0.269189979
"HSPA4";"ENSG00000170606";"protein_coding";5;133051962;133106449;0.025841;-1.723489979;10.75963774;-0.996777488
"HSPA4L";"ENSG00000164070";"protein_coding";4;127781821;127840733;NA;-0.001978656;5.717351747;-0.403404752
"HSPA5";"ENSG00000044574";"protein_coding";9;125234853;125241330;0.032305;-0.918502175;14.06645703;-0.119037404
"HSPA6";"ENSG00000173110";"protein_coding";1;161524540;161526910;0.015638;-0.471077165;5.904234257;-0.615323586
"HSPA8";"ENSG00000109971";"protein_coding";11;123057489;123063230;0.025479;-5.358663727;14.4342217;-4.693275737
"HSPA9";"ENSG00000113013";"protein_coding";5;138554882;138575444;0.0380165931842599;-1.844748305;12.55367284;-3.347294056
"HSPB1";"ENSG00000106211";"protein_coding";7;76302544;76304295;NA;0;12.77495044;-0.294672565
"HSPB11";"ENSG00000081870";"protein_coding";1;53916574;53945929;0.003058;0;8.411898455;-0.138288348
"HSPB2";"ENSG00000170276";"protein_coding";11;111912242;111914093;0.010017;0;5.925385539;0.407432359
"HSPB2-C11orf52";"ENSG00000254445";"protein_coding";11;111912736;111926871;0.010017;NA;NA;NA
"HSPB3";"ENSG00000169271";"protein_coding";5;54455601;54456384;0.009649;-1.627291341;1.982048668;-0.462029028
"HSPB6";"ENSG00000004776";"protein_coding";19;35754569;35758079;0.013906;0;10.39960343;0.551616388
"HSPB7";"ENSG00000173641";"protein_coding";1;16014028;16019594;0.010953;0;8.147462319;-0.236800898
"HSPB8";"ENSG00000152137";"protein_coding";12;119178642;119221131;0.036471;-1e-07;10.27726846;-1.068473393
"HSPB9";"ENSG00000260325";"protein_coding";17;42121431;42123352;0.010513;0;2.393786595;NA
"HSPBAP1";"ENSG00000169087";"protein_coding";3;122740003;122793824;0.030663;0;7.112750265;-1.805634049
"HSPBP1";"ENSG00000133265";"protein_coding";19;55262231;55280381;0.034732;-1.098090225;9.783296587;NA
"HSPD1";"ENSG00000144381";"protein_coding";2;197486581;197516737;0.022619;-0.339828362;12.83589414;-2.60854896
"HSPE1";"ENSG00000115541";"protein_coding";2;197499994;197503457;0.022619;0;11.04206199;-1.409524078
"HSPE1-MOB4";"ENSG00000270757";"protein_coding";2;197500413;197550726;0.022619;NA;NA;-0.717916069
"HSPG2";"ENSG00000142798";"protein_coding";1;21822245;21937297;0.011605;-0.642770656;12.4125637;0.255563796
"HSPH1";"ENSG00000120694";"protein_coding";13;31134974;31162388;0.0317445;-0.714965274;10.64634282;-0.243297102
"HTATIP2";"ENSG00000109854";"protein_coding";11;20363685;20383783;0.003456;0;8.832877655;-0.073088647
"HTATSF1";"ENSG00000102241";"protein_coding";23;136497079;136512346;0.017367;-0.49236131;10.5586386;-1.11600659
"HTD2";"ENSG00000255154";"protein_coding";3;58306262;58318574;0.009281;NA;NA;NA
"HTN1";"ENSG00000126550";"protein_coding";4;70050402;70058845;NA;0;NA;-0.335273837
"HTN3";"ENSG00000205649";"protein_coding";4;70028413;70036538;NA;0;NA;-0.500847805
"HTR1A";"ENSG00000178394";"protein_coding";5;63960356;63962507;0.005995;-0.004415233;NA;0.063727737
"HTR1B";"ENSG00000135312";"protein_coding";6;77461753;77463773;0.002161;0;0.435628627;-0.70682499
"HTR1D";"ENSG00000179546";"protein_coding";1;23191895;23194729;0.008351;-0.990096058;1.974050668;0.048913224
"HTR1E";"ENSG00000168830";"protein_coding";6;86937306;87016683;0.00204221394433511;-5.538160839;0.092487816;-1.960116938
"HTR1F";"ENSG00000179097";"protein_coding";3;87990696;87993835;0.016996;0;0.95913881;-0.103549504
"HTR2A";"ENSG00000102468";"protein_coding";13;46831550;46897076;0.008381;-3.276259999;1.069034958;0.612617324
"HTR2B";"ENSG00000135914";"protein_coding";2;231108230;231125118;0.008386;-1.6686334;3.042687706;-0.368150964
"HTR2C";"ENSG00000147246";"protein_coding";23;114584078;114910061;0.008464;-0.873892141;0.381160406;0.603506794
"HTR3A";"ENSG00000166736";"protein_coding";11;113974881;113990313;0.01214;0;0.653109897;0.504875412
"HTR3B";"ENSG00000149305";"protein_coding";11;113904677;113946565;0.01214;-0.694995087;NA;-0.442619639
"HTR3C";"ENSG00000178084";"protein_coding";3;184053047;184060671;0.027692;-0.000190918;0.241390707;3.887654564
"HTR3D";"ENSG00000186090";"protein_coding";3;184031544;184039369;0.027692;0;NA;0.442290036
"HTR3E";"ENSG00000186038";"protein_coding";3;184097064;184106995;0.027692;0;-0.318064449;0.177886631
"HTR4";"ENSG00000164270";"protein_coding";5;148451032;148677235;0.0249055;-0.242331977;0.235654056;1.870662591
"HTR5A";"ENSG00000157219";"protein_coding";7;155070324;155085749;0.018064;-0.262843389;NA;-0.535705482
"HTR6";"ENSG00000158748";"protein_coding";1;19665287;19679562;0.009248;-0.736200204;0.251645425;-0.471931777
"HTR7";"ENSG00000148680";"protein_coding";10;90740823;90857698;0.00734255199259109;0;2.792162915;1.48485148
"HTRA1";"ENSG00000166033";"protein_coding";10;122461525;122514908;0.001341;-0.617033721;10.03663517;-0.373181561
"HTRA2";"ENSG00000115317";"protein_coding";2;74529377;74533348;0.00565;-0.05399093;9.171007433;-0.748812646
"HTRA3";"ENSG00000170801";"protein_coding";4;8269765;8307111;0.019991;0;8.583590457;0.705307057
"HTRA4";"ENSG00000169495";"protein_coding";8;38974164;38988662;0.071844;-1.645943714;1.622880954;0.638364472
"HTT";"ENSG00000197386";"protein_coding";4;3074681;3243959;0.031785594972067;-0.503744587;10.67277939;0.884744874
"HUNK";"ENSG00000142149";"protein_coding";21;31873315;32044633;0.007149;-0.071180692;5.613031336;-0.98014087
"HUS1";"ENSG00000136273";"protein_coding";7;47695730;47979581;0.014133005681248;-0.037138993;8.462999682;0.269902977
"HUS1B";"ENSG00000188996";"protein_coding";6;655939;656963;NA;0;0.751345791;0.372733125
"HUWE1";"ENSG00000086758";"protein_coding";23;53532096;53686729;0.007028;-0.08653102;12.3609345;-1.331490414
"HVCN1";"ENSG00000122986";"protein_coding";12;110627841;110704950;0.0391105;0;6.230709821;NA
"HYAL1";"ENSG00000114378";"protein_coding";3;50299889;50312381;0.003914;0;5.513077308;0.362156989
"HYAL2";"ENSG00000068001";"protein_coding";3;50317790;50322906;0.003914;-0.131141679;10.19113159;-0.047935664
"HYAL3";"ENSG00000186792";"protein_coding";3;50292831;50299468;0.003914;-0.273619154;7.031547536;0.307295758
"HYAL4";"ENSG00000106302";"protein_coding";7;123828983;123877478;0.0180672940522614;0;-0.378367833;NA
"HYDIN";"ENSG00000157423";"protein_coding";16;70807378;71230722;0.005274;-0.079772044;5.161975331;0.057984142
"HYI";"ENSG00000178922";"protein_coding";1;43451003;43453989;0;0;8.781581147;0.007246416
"HYKK";"ENSG00000188266";"protein_coding";15;78507564;78537372;0.0054;NA;NA;1.006746745
"HYLS1";"ENSG00000198331";"protein_coding";11;125883614;125900648;0.026481;-1.3e-06;7.333986247;-0.297009614
"HYOU1";"ENSG00000149428";"protein_coding";11;119044189;119057202;0.02541;0;12.56721376;-0.715143299
"HYPK";"ENSG00000242028";"protein_coding";15;43796142;43803043;0.006042;NA;NA;2.244194294
"HYPM";"ENSG00000187516";"protein_coding";23;37990817;37991317;0.056108;NA;NA;NA
"IAH1";"ENSG00000134330";"protein_coding";2;9473658;9496543;0.022072;0;9.300827065;2.914016255
"IAPP";"ENSG00000121351";"protein_coding";12;21354959;21379978;0.018855;0;1.248412315;-0.97419922
"IARS";"ENSG00000196305";"protein_coding";9;92210207;92293756;0.006585;-0.171281681;11.16774872;0.548051398
"IARS2";"ENSG00000067704";"protein_coding";1;220094102;220148041;0.012334;-0.001248179;11.28661946;-1.725619835
"IBA57";"ENSG00000181873";"protein_coding";1;228165815;228182257;0.00675;NA;NA;0.65618942
"IBSP";"ENSG00000029559";"protein_coding";4;87799581;87812435;0.022813;0;0.343010595;-0.17092781
"IBTK";"ENSG00000005700";"protein_coding";6;82169983;82247754;0;-0.010425154;10.37007579;0.320644664
"ICA1";"ENSG00000003147";"protein_coding";7;8113184;8262687;0.014468;0;10.3842943;-0.389778569
"ICA1L";"ENSG00000163596";"protein_coding";2;202773150;202871985;0.011076;-0.084091752;7.316531289;0.122550068
"ICAM1";"ENSG00000090339";"protein_coding";19;10270835;10286615;0.002957;-0.101302096;9.233957847;0.187353659
"ICAM2";"ENSG00000108622";"protein_coding";17;64002594;64020634;0.030237;-0.92575639;7.152016594;1.001993425
"ICAM3";"ENSG00000076662";"protein_coding";19;10333776;10339823;0.002957;-0.823198692;8.724747883;-0.688207821
"ICAM4";"ENSG00000105371";"protein_coding";19;10286967;10288522;0.002957;0;2.483066468;-0.095944192
"ICAM5";"ENSG00000105376";"protein_coding";19;10289981;10296778;0.002957;-0.153520945;1.688287373;-0.347790912
"ICE1";"ENSG00000164151";"protein_coding";5;5420664;5490234;0.0354803019744483;NA;NA;NA
"ICE2";"ENSG00000128915";"protein_coding";15;60419609;60479160;0.008212;NA;NA;-0.012202583
"ICK";"ENSG00000112144";"protein_coding";6;53001279;53061802;0.005226;-0.736524521;9.981167769;-0.005496442
"ICMT";"ENSG00000116237";"protein_coding";1;6221193;6235972;0.007265;-0.633270509;11.08670421;0.107577111
"ICOS";"ENSG00000163600";"protein_coding";2;203936748;203961577;0.013754;0;2.903900296;0.002017765
"ICOSLG";"ENSG00000160223";"protein_coding";21;44222991;44240966;0.01283;0;8.020636604;-0.893788896
"ID1";"ENSG00000125968";"protein_coding";20;31605283;31606515;0.017502;0;9.439064839;-1.061343414
"ID2";"ENSG00000115738";"protein_coding";2;8678845;8684453;0.019865;0;10.1532971;-1.460622264
"ID3";"ENSG00000117318";"protein_coding";1;23557918;23559794;0.008972;0;9.953880818;-0.204399102
"ID4";"ENSG00000172201";"protein_coding";6;19837386;19840684;0.02063;0;8.324455658;0.226093214
"IDE";"ENSG00000119912";"protein_coding";10;92451684;92574076;0.011904;-0.734629601;9.007509696;-0.035014557
"IDH1";"ENSG00000138413";"protein_coding";2;208236227;208266074;0.014211;-3.397269805;13.0384377;-1.897531562
"IDH2";"ENSG00000182054";"protein_coding";15;90083045;90102504;0.023286;0;11.92463236;-0.049163605
"IDH3A";"ENSG00000166411";"protein_coding";15;78131498;78171949;0.0054;-0.002392861;10.16668306;0.058617918
"IDH3B";"ENSG00000101365";"protein_coding";20;2658395;2664219;0.003392;-0.353129664;10.38368752;-0.015549713
"IDH3G";"ENSG00000067829";"protein_coding";23;153785766;153794523;NA;0;10.39410974;-0.136070132
"IDI1";"ENSG00000067064";"protein_coding";10;1039908;1049170;0.007094;0;10.54854834;-0.483418966
"IDI2";"ENSG00000148377";"protein_coding";10;1018907;1025859;0.007094;-0.806770853;6.283213291;-0.691376701
"IDNK";"ENSG00000148057";"protein_coding";9;83623049;83644130;0.006944;NA;NA;-0.113650308
"IDO1";"ENSG00000131203";"protein_coding";8;39902275;39928444;0.053481;0;5.906164646;-0.057283859
"IDO2";"ENSG00000188676";"protein_coding";8;39934614;40016391;0.046359;0;0.450690873;0.043684572
"IDS";"ENSG00000010404";"protein_coding";23;149476990;149521096;0.03875;0;11.19719755;0.102229626
"IDUA";"ENSG00000127415";"protein_coding";4;986997;1004506;NA;0;8.546986232;0.498933762
"IER2";"ENSG00000160888";"protein_coding";19;13150415;13154908;0.004198;0;11.73922971;0.568253007
"IER3";"ENSG00000137331";"protein_coding";6;30743199;30744554;0.012468;0;8.81521273;-0.407761962
"IER3IP1";"ENSG00000134049";"protein_coding";18;47152834;47176374;0.0055645883138486;0;10.30964478;-0.635921305
"IER5";"ENSG00000162783";"protein_coding";1;181088712;181092899;0.008461;-1.36198309;7.962752;-0.804268042
"IER5L";"ENSG00000188483";"protein_coding";9;129175552;129178262;0.036671;0;7.026165163;NA
"IFFO1";"ENSG00000010295";"protein_coding";12;6538375;6556083;0.01262;-1.042128652;6.720858754;0.160101293
"IFFO2";"ENSG00000169991";"protein_coding";1;18904281;18956686;0.011167;NA;9.047483775;NA
"IFI16";"ENSG00000163565";"protein_coding";1;158999968;159055155;0.016151;-4.575266783;9.155797719;0.077235087
"IFI27";"ENSG00000165949";"protein_coding";14;94104836;94116698;0.010811;0;8.091713663;0.003744012
"IFI27L1";"ENSG00000165948";"protein_coding";14;94081282;94103846;0.010811;0;6.939503331;NA
"IFI27L2";"ENSG00000119632";"protein_coding";14;94127779;94130253;NA;0;6.327598127;NA
"IFI30";"ENSG00000216490";"protein_coding";19;18173162;18178117;0.008071;-1.78430274;9.863404022;-0.022172671
